[01-01-23 23:53:43.556] LOG  : General     , 1672617223556> cachedir set to "C:\Users\Fraser\Zomboid".
[01-01-23 23:53:43.558] LOG  : General     , 1672617223558> 01-01-2023 23:53:43.
[01-01-23 23:53:43.559] LOG  : General     , 1672617223559> cachedir is "C:\Users\Fraser\Zomboid".
[01-01-23 23:53:43.559] LOG  : General     , 1672617223559> LogFileDir is "C:\Users\Fraser\Zomboid\Logs".
[01-01-23 23:53:43.559] LOG  : General     , 1672617223559> ===== System specs =====.
[01-01-23 23:53:43.560] LOG  : General     , 1672617223560> OS: Windows 10, version: 10.0, arch: amd64.
[01-01-23 23:53:43.560] LOG  : General     , 1672617223560> Processor: Intel64 Family 6 Model 183 Stepping 1, GenuineIntel.
[01-01-23 23:53:43.560] LOG  : General     , 1672617223560> Processor cores: 24.
[01-01-23 23:53:43.561] LOG  : General     , 1672617223561> Available processors (cores): 24.
[01-01-23 23:53:43.562] LOG  : General     , 1672617223562> Memory free: 231.55798 MB.
[01-01-23 23:53:43.562] LOG  : General     , 1672617223562> Memory max: 3072.0 MB.
[01-01-23 23:53:43.562] LOG  : General     , 1672617223562> Memory  total available to JVM: 252.0 MB.
[01-01-23 23:53:43.564] LOG  : General     , 1672617223564> C:\, Total: 232.15234 GB, Free: 142.92711 GB.
[01-01-23 23:53:43.565] LOG  : General     , 1672617223565> D:\, Total: 232.37343 GB, Free: 212.01958 GB.
[01-01-23 23:53:43.565] LOG  : General     , 1672617223565> E:\, Total: 931.51074 GB, Free: 488.2155 GB.
[01-01-23 23:53:43.625] LOG  : General     , 1672617223625> Mobo = [Product=TUF GAMING Z790-PLUS WIFI D4].
[01-01-23 23:53:43.685] LOG  : General     , 1672617223685> CPU = [Manufacturer=GenuineIntel,MaxClockSpeed=3400,Name=13th Gen Intel(R) Core(TM) i7-13700K].
[01-01-23 23:53:43.745] LOG  : General     , 1672617223745> Graphics = [AdapterRAM=4293918720,DriverVersion=31.0.15.2737,Name=NVIDIA GeForce RTX 3080 Ti].
[01-01-23 23:53:43.804] LOG  : General     , 1672617223804> VideoMode = [VideoModeDescription=1920 x 1080 x 4294967296 colors].
[01-01-23 23:53:43.862] LOG  : General     , 1672617223862> Sound = { [Manufacturer=(Generic USB Audio),Name=USB Audio Device], [Manufacturer=Realtek,Name=Realtek High Definition Audio], [Manufacturer=NVIDIA,Name=NVIDIA Virtual Audio Device (Wave Extensible) (WDM)], [Manufacturer=(Generic USB Audio),Name=USB Audio Device], [Manufacturer=NVIDIA,Name=NVIDIA High Definition Audio] }.
[01-01-23 23:53:43.922] LOG  : General     , 1672617223922> Memory RAM = { [Capacity=8589934592,Manufacturer=Corsair], [Capacity=8589934592,Manufacturer=Corsair] }.
[01-01-23 23:53:43.922] LOG  : General     , 1672617223922> ========================.
[01-01-23 23:53:43.922] LOG  : General     , 1672617223922> -- listing properties --.
[01-01-23 23:53:43.922] LOG  : General     , 1672617223922> java.specification.version=17.
[01-01-23 23:53:43.922] LOG  : General     , 1672617223922> sun.cpu.isalist=amd64.
[01-01-23 23:53:43.922] LOG  : General     , 1672617223922> sun.jnu.encoding=Cp1252.
[01-01-23 23:53:43.922] LOG  : General     , 1672617223922> java.class.path=.;commons-compress-1.18.jar;istack-co....
[01-01-23 23:53:43.923] LOG  : General     , 1672617223923> java.vm.vendor=Azul Systems, Inc..
[01-01-23 23:53:43.923] LOG  : General     , 1672617223923> sun.arch.data.model=64.
[01-01-23 23:53:43.923] LOG  : General     , 1672617223923> user.variant=.
[01-01-23 23:53:43.923] LOG  : General     , 1672617223923> java.vendor.url=http://www.azul.com/.
[01-01-23 23:53:43.923] LOG  : General     , 1672617223923> user.timezone=Europe/London.
[01-01-23 23:53:43.923] LOG  : General     , 1672617223923> zomboid.steam=1.
[01-01-23 23:53:43.923] LOG  : General     , 1672617223923> java.vm.specification.version=17.
[01-01-23 23:53:43.923] LOG  : General     , 1672617223923> os.name=Windows 10.
[01-01-23 23:53:43.923] LOG  : General     , 1672617223923> user.country=GB.
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> sun.boot.library.path=E:\steam_games\steamapps\common\Proje....
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> zomboid.znetlog=1.
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> jdk.debug=release.
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> sun.cpu.endian=little.
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> user.home=C:\Users\Fraser.
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> user.language=en.
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> java.specification.vendor=Oracle Corporation.
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> java.version.date=2021-10-19.
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> java.home=E:\steam_games\steamapps\common\Proje....
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> file.separator=\.
[01-01-23 23:53:43.924] LOG  : General     , 1672617223924> java.vm.compressedOopsMode=Zero based.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> line.separator=.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> java.vm.specification.vendor=Oracle Corporation.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> java.specification.name=Java Platform API Specification.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> java.awt.headless=true.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> user.script=.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> sun.management.compiler=HotSpot 64-Bit Tiered Compilers.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> java.runtime.version=17.0.1+12-LTS.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> user.name=Fraser.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> path.separator=;.
[01-01-23 23:53:43.925] LOG  : General     , 1672617223925> os.version=10.0.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> java.runtime.name=OpenJDK Runtime Environment.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> file.encoding=Cp1252.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> java.vm.name=OpenJDK 64-Bit Server VM.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> java.vendor.version=Zulu17.30+15-CA.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> java.vendor.url.bug=http://www.azul.com/support/.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> java.io.tmpdir=C:\Users\Fraser\AppData\Local\Temp\.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> java.version=17.0.1.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> user.dir=E:\steam_games\steamapps\common\Proje....
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> os.arch=amd64.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> java.vm.specification.name=Java Virtual Machine Specification.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> sun.os.patch.level=.
[01-01-23 23:53:43.926] LOG  : General     , 1672617223926> native.encoding=Cp1252.
[01-01-23 23:53:43.927] LOG  : General     , 1672617223927> java.library.path=win64/;..
[01-01-23 23:53:43.927] LOG  : General     , 1672617223927> java.vm.info=mixed mode, sharing.
[01-01-23 23:53:43.927] LOG  : General     , 1672617223927> java.vendor=Azul Systems, Inc..
[01-01-23 23:53:43.927] LOG  : General     , 1672617223927> java.vm.version=17.0.1+12-LTS.
[01-01-23 23:53:43.927] LOG  : General     , 1672617223927> sun.io.unicode.encoding=UnicodeLittle.
[01-01-23 23:53:43.927] LOG  : General     , 1672617223927> java.class.version=61.0.
[01-01-23 23:53:43.927] LOG  : General     , 1672617223927> -----.
[01-01-23 23:53:43.927] LOG  : General     , 1672617223927> version=41.78.16 demo=false.
[01-01-23 23:53:44.017] LOG  : General     , 1672617224017> LightingFPS set to 15.
[01-01-23 23:53:44.017] LOG  : General     , 1672617224017> [javafmodJNI] Init: Start.
[01-01-23 23:53:44.018] LOG  : General     , 1672617224018> [javafmodJNI] Init: WIN 64.
[01-01-23 23:53:44.026] LOG  : General     , 1672617224026> 1672617224025 fmod: Java loging: OK.
[01-01-23 23:53:44.031] LOG  : General     , 1672617224031> 1672617224031 fmod: FMOD::Studio::System::create() result: No errors..
[01-01-23 23:53:44.031] LOG  : General     , 1672617224031> 1672617224031 fmod: FMOD::Studio::System::getCoreSystem() result: No errors..
[01-01-23 23:53:44.032] LOG  : General     , 1672617224032> 1672617224032 fmod: FMOD_System_GetVersion() result: No errors..
[01-01-23 23:53:44.032] LOG  : General     , 1672617224032> 1672617224032 fmod: fmodintegration built with version 20206, fmod shared library version 20206.
[01-01-23 23:53:44.032] LOG  : General     , 1672617224032> 1672617224032 fmod: System Create: OK.
[01-01-23 23:53:44.032] LOG  : General     , 1672617224032> 1672617224032 fmod: FMOD_System_SetSoftwareFormat() result: No errors..
