[28-01-23 22:06:48.570] LOG  : General     , 1674943608570> cachedir set to "C:\Users\Fraser\Zomboid".
[28-01-23 22:06:48.573] LOG  : General     , 1674943608573> 28-01-2023 22:06:48.
[28-01-23 22:06:48.573] LOG  : General     , 1674943608573> cachedir is "C:\Users\Fraser\Zomboid".
[28-01-23 22:06:48.573] LOG  : General     , 1674943608573> LogFileDir is "C:\Users\Fraser\Zomboid\Logs".
[28-01-23 22:06:48.573] LOG  : General     , 1674943608573> ===== System specs =====.
[28-01-23 22:06:48.574] LOG  : General     , 1674943608574> OS: Windows 10, version: 10.0, arch: amd64.
[28-01-23 22:06:48.574] LOG  : General     , 1674943608574> Processor: Intel64 Family 6 Model 183 Stepping 1, GenuineIntel.
[28-01-23 22:06:48.574] LOG  : General     , 1674943608574> Processor cores: 24.
[28-01-23 22:06:48.576] LOG  : General     , 1674943608576> Available processors (cores): 24.
[28-01-23 22:06:48.577] LOG  : General     , 1674943608577> Memory free: 231.558 MB.
[28-01-23 22:06:48.577] LOG  : General     , 1674943608577> Memory max: 3072.0 MB.
[28-01-23 22:06:48.577] LOG  : General     , 1674943608577> Memory  total available to JVM: 252.0 MB.
[28-01-23 22:06:48.579] LOG  : General     , 1674943608579> C:\, Total: 232.15234 GB, Free: 137.7798 GB.
[28-01-23 22:06:48.579] LOG  : General     , 1674943608579> D:\, Total: 232.37343 GB, Free: 214.84572 GB.
[28-01-23 22:06:48.579] LOG  : General     , 1674943608579> E:\, Total: 931.51074 GB, Free: 528.8091 GB.
[28-01-23 22:06:48.641] LOG  : General     , 1674943608641> Mobo = [Product=TUF GAMING Z790-PLUS WIFI D4].
[28-01-23 22:06:48.693] LOG  : General     , 1674943608693> CPU = [Manufacturer=GenuineIntel,MaxClockSpeed=3400,Name=13th Gen Intel(R) Core(TM) i7-13700K].
[28-01-23 22:06:48.749] LOG  : General     , 1674943608749> Graphics = [AdapterRAM=4293918720,DriverVersion=31.0.15.2737,Name=NVIDIA GeForce RTX 3080 Ti].
[28-01-23 22:06:48.803] LOG  : General     , 1674943608803> VideoMode = [VideoModeDescription=1920 x 1080 x 4294967296 colors].
[28-01-23 22:06:48.864] LOG  : General     , 1674943608864> Sound = { [Manufacturer=(Generic USB Audio),Name=USB Audio Device], [Manufacturer=Realtek,Name=Realtek High Definition Audio], [Manufacturer=NVIDIA,Name=NVIDIA Virtual Audio Device (Wave Extensible) (WDM)], [Manufacturer=(Generic USB Audio),Name=USB Audio Device], [Manufacturer=NVIDIA,Name=NVIDIA High Definition Audio] }.
