[12-01-23 18:35:14.019] LOG  : General     , 1673548514019> cachedir set to "C:\Users\Fraser\Zomboid".
[12-01-23 18:35:14.023] LOG  : General     , 1673548514023> 12-01-2023 18:35:14.
[12-01-23 18:35:14.023] LOG  : General     , 1673548514023> cachedir is "C:\Users\Fraser\Zomboid".
[12-01-23 18:35:14.023] LOG  : General     , 1673548514023> LogFileDir is "C:\Users\Fraser\Zomboid\Logs".
[12-01-23 18:35:14.023] LOG  : General     , 1673548514023> ===== System specs =====.
[12-01-23 18:35:14.024] LOG  : General     , 1673548514024> OS: Windows 10, version: 10.0, arch: amd64.
[12-01-23 18:35:14.025] LOG  : General     , 1673548514025> Processor: Intel64 Family 6 Model 183 Stepping 1, GenuineIntel.
[12-01-23 18:35:14.025] LOG  : General     , 1673548514025> Processor cores: 24.
[12-01-23 18:35:14.026] LOG  : General     , 1673548514026> Available processors (cores): 24.
[12-01-23 18:35:14.027] LOG  : General     , 1673548514027> Memory free: 232.71065 MB.
[12-01-23 18:35:14.027] LOG  : General     , 1673548514027> Memory max: 3072.0 MB.
[12-01-23 18:35:14.027] LOG  : General     , 1673548514027> Memory  total available to JVM: 252.0 MB.
[12-01-23 18:35:14.029] LOG  : General     , 1673548514029> C:\, Total: 232.15234 GB, Free: 140.83789 GB.
[12-01-23 18:35:14.029] LOG  : General     , 1673548514029> D:\, Total: 232.37343 GB, Free: 215.79503 GB.
[12-01-23 18:35:14.029] LOG  : General     , 1673548514029> E:\, Total: 931.51074 GB, Free: 529.80176 GB.
[12-01-23 18:35:14.101] LOG  : General     , 1673548514101> Mobo = [Product=TUF GAMING Z790-PLUS WIFI D4].
[12-01-23 18:35:14.159] LOG  : General     , 1673548514159> CPU = [Manufacturer=GenuineIntel,MaxClockSpeed=3400,Name=13th Gen Intel(R) Core(TM) i7-13700K].
[12-01-23 18:35:14.218] LOG  : General     , 1673548514218> Graphics = [AdapterRAM=4293918720,DriverVersion=31.0.15.2737,Name=NVIDIA GeForce RTX 3080 Ti].
[12-01-23 18:35:14.272] LOG  : General     , 1673548514272> VideoMode = [VideoModeDescription=1920 x 1080 x 4294967296 colors].
[12-01-23 18:35:14.327] LOG  : General     , 1673548514327> Sound = { [Manufacturer=(Generic USB Audio),Name=USB Audio Device], [Manufacturer=Realtek,Name=Realtek High Definition Audio], [Manufacturer=NVIDIA,Name=NVIDIA Virtual Audio Device (Wave Extensible) (WDM)], [Manufacturer=(Generic USB Audio),Name=USB Audio Device], [Manufacturer=NVIDIA,Name=NVIDIA High Definition Audio] }.
[12-01-23 18:35:14.383] LOG  : General     , 1673548514383> Memory RAM = { [Capacity=8589934592,Manufacturer=Corsair], [Capacity=8589934592,Manufacturer=Corsair] }.
[12-01-23 18:35:14.383] LOG  : General     , 1673548514383> ========================.
[12-01-23 18:35:14.383] LOG  : General     , 1673548514383> -- listing properties --.
[12-01-23 18:35:14.383] LOG  : General     , 1673548514383> java.specification.version=17.
[12-01-23 18:35:14.383] LOG  : General     , 1673548514383> sun.cpu.isalist=amd64.
[12-01-23 18:35:14.383] LOG  : General     , 1673548514383> sun.jnu.encoding=Cp1252.
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> java.class.path=.;commons-compress-1.18.jar;istack-co....
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> java.vm.vendor=Azul Systems, Inc..
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> sun.arch.data.model=64.
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> user.variant=.
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> java.vendor.url=http://www.azul.com/.
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> user.timezone=Europe/London.
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> zomboid.steam=1.
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> java.vm.specification.version=17.
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> os.name=Windows 10.
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> user.country=GB.
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> sun.boot.library.path=E:\steam_games\steamapps\common\Proje....
[12-01-23 18:35:14.384] LOG  : General     , 1673548514384> zomboid.znetlog=1.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> jdk.debug=release.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> sun.cpu.endian=little.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> user.home=C:\Users\Fraser.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> user.language=en.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> java.specification.vendor=Oracle Corporation.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> java.version.date=2021-10-19.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> java.home=E:\steam_games\steamapps\common\Proje....
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> file.separator=\.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> java.vm.compressedOopsMode=Zero based.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> line.separator=.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> java.vm.specification.vendor=Oracle Corporation.
[12-01-23 18:35:14.385] LOG  : General     , 1673548514385> java.specification.name=Java Platform API Specification.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> java.awt.headless=true.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> user.script=.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> sun.management.compiler=HotSpot 64-Bit Tiered Compilers.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> java.runtime.version=17.0.1+12-LTS.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> user.name=Fraser.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> path.separator=;.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> os.version=10.0.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> java.runtime.name=OpenJDK Runtime Environment.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> file.encoding=Cp1252.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> java.vm.name=OpenJDK 64-Bit Server VM.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> java.vendor.version=Zulu17.30+15-CA.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> java.vendor.url.bug=http://www.azul.com/support/.
[12-01-23 18:35:14.386] LOG  : General     , 1673548514386> java.io.tmpdir=C:\Users\Fraser\AppData\Local\Temp\.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> java.version=17.0.1.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> user.dir=E:\steam_games\steamapps\common\Proje....
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> os.arch=amd64.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> java.vm.specification.name=Java Virtual Machine Specification.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> sun.os.patch.level=.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> native.encoding=Cp1252.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> java.library.path=win64/;..
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> java.vm.info=mixed mode, sharing.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> java.vendor=Azul Systems, Inc..
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> java.vm.version=17.0.1+12-LTS.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> sun.io.unicode.encoding=UnicodeLittle.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> java.class.version=61.0.
[12-01-23 18:35:14.387] LOG  : General     , 1673548514387> -----.
[12-01-23 18:35:14.388] LOG  : General     , 1673548514388> version=41.78.16 demo=false.
[12-01-23 18:35:14.475] LOG  : General     , 1673548514475> LightingFPS set to 15.
[12-01-23 18:35:14.476] LOG  : General     , 1673548514476> [javafmodJNI] Init: Start.
[12-01-23 18:35:14.476] LOG  : General     , 1673548514476> [javafmodJNI] Init: WIN 64.
[12-01-23 18:35:14.488] LOG  : General     , 1673548514488> 1673548514484 fmod: Java loging: OK.
[12-01-23 18:35:14.491] LOG  : General     , 1673548514491> 1673548514491 fmod: FMOD::Studio::System::create() result: No errors..
[12-01-23 18:35:14.491] LOG  : General     , 1673548514491> 1673548514491 fmod: FMOD::Studio::System::getCoreSystem() result: No errors..
[12-01-23 18:35:14.491] LOG  : General     , 1673548514491> 1673548514491 fmod: FMOD_System_GetVersion() result: No errors..
[12-01-23 18:35:14.492] LOG  : General     , 1673548514491> 1673548514491 fmod: fmodintegration built with version 20206, fmod shared library version 20206.
[12-01-23 18:35:14.492] LOG  : General     , 1673548514492> 1673548514492 fmod: System Create: OK.
[12-01-23 18:35:14.492] LOG  : General     , 1673548514492> 1673548514492 fmod: FMOD_System_SetSoftwareFormat() result: No errors..
[12-01-23 18:35:14.526] LOG  : General     , 1673548514526> 1673548514526 fmod: FMOD::Studio::System::Initialize() result: No errors..
[12-01-23 18:35:14.527] LOG  : General     , 1673548514526> 1673548514526 fmod: Creating DSP for capture sound.
[12-01-23 18:35:14.527] LOG  : General     , 1673548514527> 1673548514527 fmod: FMOD_System_CreateDSP() result: No errors..
[12-01-23 18:35:14.527] LOG  : General     , 1673548514527> 1673548514527 fmod: FMOD_DSP_SetBypass() result: No errors..
[12-01-23 18:35:14.527] LOG  : General     , 1673548514527> 1673548514527 fmod: FMOD_System_GetMasterChannelGroup() result: No errors..
[12-01-23 18:35:14.527] LOG  : General     , 1673548514527> 1673548514527 fmod: FMOD_ChannelGroup_AddDSP() result: No errors..
[12-01-23 18:35:14.527] LOG  : General     , 1673548514527> 1673548514527 fmod: FMOD_System_Set3DSettings() result: No errors..
[12-01-23 18:35:14.679] LOG  : General     , 1673548514679> GraphicsCard: NVIDIA Corporation NVIDIA GeForce RTX 3080 Ti/PCIe/SSE2.
[12-01-23 18:35:14.679] LOG  : General     , 1673548514679> OpenGL version: 4.6.0 NVIDIA 527.37.
[12-01-23 18:35:14.680] LOG  : General     , 1673548514680> Desktop resolution 1920x1080.
[12-01-23 18:35:14.681] LOG  : General     , 1673548514681> Initial resolution 1920x1080 fullScreen=false.
[12-01-23 18:35:14.682] LOG  : General     , 1673548514681> OpenGL 1.5 buffer objects supported.
[12-01-23 18:35:14.682] LOG  : General     , 1673548514682> VSync: OFF.
[12-01-23 18:35:14.688] LOG  : General     , 1673548514688> NVIDIA: current available GPU memory is 11633 MB.
[12-01-23 18:35:14.689] LOG  : General     , 1673548514689> NVIDIA: dedicated available GPU memory is 12288 MB.
[12-01-23 18:35:14.689] LOG  : General     , 1673548514689> NVIDIA: total available GPU memory is 12288 MB.
[12-01-23 18:35:16.802] LOG  : General     , 1673548516802> AngelCodeFont failed to load page 0 texture E:/steam_games/steamapps/common/ProjectZomboid/media/mainfont_0.png.
